adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,https://www.sec.gov/dera/data/financial-statement-data-sets.html 
0001564590-20-039729,1092289,TRANSATLANTIC PETROLEUM LTD.,1382,US,TX,ADDISON,75001,16803 DALLAS PARKWAY,,214-220-4323,US,TX,ADDISON,75001,16803 DALLAS PARKWAY,,BM,,0,TRANSATLANTIC PETROLEUM CORP.,20050527,4-NON,0,1231,10-Q,20200630,2020,Q2,20200812,02:00.0,0,1,tat-20200630.xml,1,,
0001564590-20-039778,1580864,"VROOM, INC.",5500,US,NY,NEW YORK,10018,"1375 BROADWAY, 11TH FLOOR",,646-979-4746,US,NY,NEW YORK,10018,"1375 BROADWAY, 11TH FLOOR",,,,901112566,"AUTOAMERICA, INC.",20130705,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,11:00.0,0,1,vrm-20200630.xml,1,,
0001564590-20-039789,1527383,BANKGUAM HOLDING CO,6029,GU,,HAGATNA,96932,111 CHALAN SANTO PAPA,10TH FLOOR - HEADQUARTERS BUILDING,671-472-5271,GU,,HAGATNA,96932,111 CHALAN SANTO PAPA,10TH FLOOR - HEADQUARTERS BUILDING,GU,,660770448,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,05:00.0,0,1,bkgm-20200630.xml,1,,
0001564590-20-039797,1357874,PRECISION BIOSCIENCES INC,2836,US,NC,DURHAM,27701,302 EAST PETTIGREW STREET,SUITE A-100,919-314-5512,US,NC,DURHAM,27701,302 EAST PETTIGREW STREET,SUITE A-100,US,DE,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,04:00.0,0,1,dtil-20200630.xml,1,,
0001564590-20-039806,1673772,"RAPT THERAPEUTICS, INC.",2834,US,CA,SOUTH SAN FRANCISCO,94080,561 ECCLES AVENUE,,(650) 489-9000,US,CA,SOUTH SAN FRANCISCO,94080,561 ECCLES AVENUE,,US,DE,473313701,"FLX BIO, INC.",20160504,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,03:00.0,0,1,rapt-20200630.xml,1,,
0001564590-20-039821,1752474,KLDISCOVERY INC.,7370,US,VA,MCLEAN,22102,8201 GREENSBORO DRIVE,SUITE 300,(703) 288-3380,US,VA,MCLEAN,22102,8201 GREENSBORO DRIVE,SUITE 300,US,DE,611898603,PIVOTAL ACQUISITION CORP,20180910,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,02:00.0,0,1,kld-20200630.xml,1,,
0001564590-20-039872,1609065,"PATHFINDER BANCORP, INC.",6022,US,NY,OSWEGO,13126,214 WEST FIRST STREET,,(315) 343-0057,US,NY,OSWEGO,13126,214 WEST FIRST STREET,,US,MD,383941859,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,58:00.0,0,1,pbhc-20200630.xml,1,,
0001564590-20-039874,1742089,"CBM BANCORP, INC.",6035,US,MD,BALTIMORE,21234,2001 EAST JOPPA ROAD,,(410)665-7600 X 3063,US,MD,BALTIMORE,21234,2001 EAST JOPPA ROAD,,US,MD,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,01:00.0,0,1,cbmb-20200630.xml,1,,
0001564590-20-039900,1496454,"CNL HEALTHCARE PROPERTIES, INC.",6798,US,FL,ORLANDO,32801,450 SOUTH ORANGE AVENUE,,(407) 650-1000,US,FL,ORLANDO,32801,450 SOUTH ORANGE AVENUE,,US,MD,272876363,"CNL HEALTHCARE TRUST, INC.",20120209,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,19:00.0,0,1,chp-20200630.xml,1,,
0001564590-20-039920,1664780,"RODIN INCOME TRUST, INC.",6798,US,NY,NEW YORK,10022,110 EAST 59TH ST.,,212-938-5000,US,NY,NEW YORK,10022,110 EAST 59TH ST.,,US,MD,811144197,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,55:00.0,0,1,rit-20200630.xml,1,,
0001564590-20-039951,1738021,"COMPASS THERAPEUTICS, INC.",2836,US,MA,CAMBRIDGE,2142,"245 FIRST STREET, 3RD FLOOR",,617-500-8099,US,MA,CAMBRIDGE,2142,"245 FIRST STREET, 3RD FLOOR",,US,DE,0,"OLIVIA VENTURES, INC.",20180419,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,58:00.0,0,1,cmpx-20200630.xml,1,,
0001564590-20-039953,1692376,"VELOCITY FINANCIAL, INC.",6199,US,CA,WESTLAKE VILLAGE,91362,30699 RUSSELL RANCH ROAD,"BUILDING 111, SUITE 295",866-505-3863,US,CA,WESTLAKE VILLAGE,91362,30699 RUSSELL RANCH ROAD,"BUILDING 111, SUITE 295",US,DE,0,"VELOCITY FINANCIAL, LLC",20161214,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,01:00.0,0,1,vel-20200630.xml,1,,
0001564590-20-039982,1666244,"CANTOR FITZGERALD INCOME TRUST, INC.",6798,US,NY,NEW YORK,10022,110 EAST 59TH STREET,,212-938-5000,US,NY,NEW YORK,10022,110 EAST 59TH STREET,,US,MD,811310268,"RODIN GLOBAL PROPERTY TRUST, INC.",20160912,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,45:00.0,0,1,rgpt-20200630.xml,1,,
0001564590-20-039991,877422,SPARTANNASH CO,5141,US,MI,GRAND RAPIDS,49518,850 76TH ST SW,P O BOX 8700,6168782000,US,MI,GRAND RAPIDS,49518,850 76TH ST SW,PO BOX 8700,US,MI,380593940,SPARTAN STORES INC,19930328,2-ACC,0,1231,10-Q,20200630,2020,Q2,20200813,01:00.0,0,1,sptn-10q_20200711_htm.xml,1,,
0001564590-20-039992,1604950,SCPHARMACEUTICALS INC.,2834,US,MA,BURLINGTON,1803,2400 DISTRICT AVENUE,SUITE 310,617-517-0730,US,MA,BURLINGTON,1803,2400 DISTRICT AVENUE,SUITE 310,US,DE,465184075,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,01:00.0,0,1,scph-20200630.xml,1,,
0001564590-20-039996,1579214,"EMERALD HOLDING, INC.",7389,US,CA,SAN JUAN CAPISTRANO,92675,31910 DEL OBISPO STREET,SUITE 200,949-226-5700,US,CA,SAN JUAN CAPISTRANO,92675,31910 DEL OBISPO STREET,SUITE 200,US,DE,421775077,"EMERALD EXPOSITIONS EVENTS, INC.",20170330,2-ACC,0,1231,8-K,20200731,,,20200813,01:00.0,0,0,eex-8k_20200813_htm.xml,1,,
0001564590-20-039997,1442236,QUEST RESOURCE HOLDING CORP,7359,US,TX,THE COLONY,75056,3481 PLANO PARKWAY,,972-464-0004,US,TX,THE COLONY,75056,3481 PLANO PARKWAY,,US,NV,510665952,INFINITY RESOURCES HOLDINGS CORP.,20121030,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,02:00.0,0,1,qrhc-20200630.xml,1,,
0001564590-20-039998,1759824,ALTA EQUIPMENT GROUP INC.,5084,US,MI,LIVONIA,48150,13211 MERRIMAN ROAD,,(248) 449-6700,US,MI,LIVONIA,48150,13211 MERRIMAN ROAD,,US,DE,832583782,B. RILEY PRINCIPAL MERGER CORP.,20181121,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,02:00.0,0,1,altg-20200630.xml,1,,
0001564590-20-040007,1538927,"FORMA THERAPEUTICS HOLDINGS, INC.",2836,US,MA,WATERTOWN,2472,500 ARSENAL STREET,SUITE 100,617-679-1970,US,MA,WATERTOWN,2472,500 ARSENAL STREET,SUITE 100,US,DE,371657129,"FORMA THERAPEUTICS HOLDINGS, INC.,",20200331,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,06:00.0,0,1,fmtx-20200630.xml,1,,
0001564590-20-040008,1138723,ACCURAY INC,3841,US,CA,SUNNYVALE,94089,1310 CHESAPEAKE TERRACE,,4087164600,US,CA,SUNNYVALE,94089,1310 CHESAPEAKE TERRACE,,,,208370041,,,2-ACC,0,630,8-K,20200731,,,20200813,06:00.0,0,0,aray-8k_20200813_htm.xml,1,,
0001564590-20-040010,1404123,1LIFE HEALTHCARE INC,8011,US,CA,SAN FRANCISCO,94111,"ONE EMBARCADERO CENTER, SUITE 1900",,(415) 814-0927,US,CA,San Francisco,94111,"ONE EMBARCADERO CENTER, SUITE 1900",,US,DE,760707204,1LIFE HEALTHCARE INC,20070621,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,07:00.0,0,1,onem-20200630.xml,1,,
0001564590-20-040011,899923,MYRIAD GENETICS INC,2835,US,UT,SALT LAKE CITY,84108,320 WAKARA WAY,,801-584-3600,US,UT,SALT LAKE CITY,84108,320 WAKARA WAY,,US,DE,870494517,,,1-LAF,1,630,10-K,20200630,2020,FY,20200813,07:00.0,0,1,mygn-10k_20200630_htm.xml,1,,
0001564590-20-040014,1746618,"REVOLVE GROUP, INC.",5961,US,CA,CERRITOS,90703,12889 MOORE ST.,,(206) 229-2138,US,CA,CERRITOS,90703,12889 MOORE ST.,,US,DE,0,"REVOLVE GROUP, LLC",20181015,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,08:00.0,0,1,rvlv-20200630.xml,1,,
0001564590-20-040021,1266806,SECOND SIGHT MEDICAL PRODUCTS INC,3845,US,CA,SYLMAR,91342,"12744 SAN FERNANDO ROAD, BLDG. 3",,818-833-5000,US,CA,SYLMAR,91342,"12744 SAN FERNANDO ROAD, BLDG. 3",,US,CA,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,11:00.0,0,1,eyes-20200630.xml,1,,
0001564590-20-040024,1808158,REPARE THERAPEUTICS INC.,2834,CA,QC,ST-LAURENT,H4S 2A1,"7210 FREDERICK-BANTING, SUITE 100",,(857) 412-7018,CA,QC,ST-LAURENT,H4S 2A1,"7210 FREDERICK-BANTING, SUITE 100",,CA,,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,12:00.0,0,1,rptx-20200630.xml,1,,
0001564590-20-040028,1720116,"RED VIOLET, INC.",7372,US,FL,BOCA RATON,33431,2650 NORTH MILITARY TRAIL,SUITE 300,5617574000,US,FL,BOCA RATON,33431,2650 NORTH MILITARY TRAIL,SUITE 300,US,DE,822408531,,,4-NON,0,1231,8-K,20200731,,,20200813,16:00.0,0,0,rdvt-8k_20200811_htm.xml,1,,
0001564590-20-040030,899923,MYRIAD GENETICS INC,2835,US,UT,SALT LAKE CITY,84108,320 WAKARA WAY,,801-584-3600,US,UT,SALT LAKE CITY,84108,320 WAKARA WAY,,US,DE,870494517,,,1-LAF,0,630,8-K,20200731,,,20200813,16:00.0,0,0,mygn-8k_20200813_htm.xml,1,,
0001564590-20-040031,1563880,"TREVI THERAPEUTICS, INC.",2834,US,CT,NEW HAVEN,6510,195 CHURCH STREET,14TH FLOOR,203-304-2499,US,CT,NEW HAVEN,6510,195 CHURCH STREET,14TH FLOOR,US,DE,450834299,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,16:00.0,0,1,trvi-20200630.xml,1,,
0001564590-20-040032,1711929,"STARWOOD REAL ESTATE INCOME TRUST, INC.",6798,US,FL,MIAMI BEACH,33139,"1601 WASHINGTON AVENUE, SUITE 800",,305-695-5500,US,FL,MIAMI BEACH,33139,"1601 WASHINGTON AVENUE, SUITE 800",,US,MD,822023409,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,17:00.0,0,1,ck0001711929-20200630.xml,1,,
0001564590-20-040035,1383701,HISTOGEN INC.,2834,US,CA,SAN DIEGO,92127,16745 WEST BERNARDO DRIVE,SUITE 250,(858) 376-2600,US,CA,San Diego,92127,16745 WEST BERNARDO DRIVE,SUITE 250,US,DE,203183915,CONATUS PHARMACEUTICALS INC.,20140729,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,18:00.0,0,1,hsto-20200630.xml,1,,
0001564590-20-040037,872912,"DELCATH SYSTEMS, INC.",3841,US,NY,NEW YORK,10019,1633 BROADWAY,SUITE 22C,(212) 489-2100,US,NY,NEW YORK,10019,1633 BROADWAY,SUITE 22C,US,DE,61245881,DELCATH SYSTEMS INC,19990607,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,21:00.0,0,1,dcth-20200630.xml,1,,
0001564590-20-040040,1069308,ACER THERAPEUTICS INC.,2834,US,MA,NEWTON,2458,ONE GATEWAY CENTER (300 WASHINGTON ST.),SUITE 351,(844) 902-6100,US,MA,NEWTON,2458,ONE GATEWAY CENTER (300 WASHINGTON ST.),SUITE 351,US,DE,320426967,"OPEXA THERAPEUTICS, INC.",20060616,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,24:00.0,0,1,acer-20200630.xml,1,,
0001564590-20-040044,1409269,VENUS CONCEPT INC.,3841,CA,ON,TORONTO,M2J 4Y8,235 YORKLAND BLVD.,SUITE 900,877-848-8430 X117,CA,ON,TORONTO,M2J 4Y8,235 YORKLAND BLVD.,SUITE 900,US,DE,61681204,"RESTORATION ROBOTICS, INC.",20171121,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,29:00.0,0,1,vero-20200630.xml,1,,
0001564590-20-040046,1308208,"UNIVERSAL LOGISTICS HOLDINGS, INC.",4213,US,MI,WARREN,48089,12755 EAST NINE MILE ROAD,,(586) 920-0100,US,MI,WARREN,48089,12755 EAST NINE MILE ROAD,,US,MI,383640097,"UNIVERSAL TRUCKLOAD SERVICES, INC.",20041109,2-ACC,0,1231,10-Q,20200630,2020,Q2,20200813,32:00.0,0,1,ulh-10q_20200704_htm.xml,1,,
0001564590-20-040047,315131,PANHANDLE OIL & GAS INC,1311,US,OK,OKLAHOMA CITY,73118,1601 NW EXPRESSWAY,VALLIANCE BANK TOWER STE 1100,4059481560,US,OK,OKLAHOMA CITY,73118,1601 NW EXPRESSWAY,VALLIANCE BANK TOWER STE 1100,US,OK,731055775,PANHANDLE ROYALTY CO,19920703,4-NON,0,930,10-Q,20200630,2020,Q3,20200813,33:00.0,0,1,phx-20200630.xml,1,,
0001564590-20-040053,1044378,BIOCEPT INC,8071,US,CA,SAN DIEGO,92121,5810 NANCY RIDGE DR,,858-320-8200,US,CA,SAN DIEGO,92121,5810 NANCY RIDGE DR,,US,DE,800943522,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,38:00.0,0,1,bioc-20200630.xml,1,,
0001564590-20-040056,1560258,"ELECTROCORE, INC.",3845,US,NJ,BASKING RIDGE,7920,"150 ALLEN ROAD, SUITE 201",,973-290-0097,US,NJ,BASKING RIDGE,7920,"150 ALLEN ROAD, SUITE 201",,US,DE,203454976,"ELECTROCORE, LLC",20121012,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,39:00.0,0,1,ecor-20200630.xml,1,,
0001564590-20-040057,1339970,ATYR PHARMA INC,2836,US,CA,SAN DIEGO,92121,"3545 JOHN HOPKINS COURT, STE #250",,858-731-8389,US,CA,SAN DIEGO,92121,"3545 JOHN HOPKINS COURT, STE #250",,US,DE,203435077,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,41:00.0,0,1,life-20200630.xml,1,,
0001564590-20-040059,1594555,"HV BANCORP, INC.",6022,US,PA,DOYLESTOWN,18901,"2005 SOUTH EASTON ROAD, SUITE 304",,267-280-4000,US,PA,DOYLESTOWN,18901,"2005 SOUTH EASTON ROAD, SUITE 304",,,,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,44:00.0,0,1,hvbc-20200630.xml,1,,
0001564590-20-040062,1785173,"89BIO, INC.",2834,US,CA,SAN FRANCISCO,94105,535 MISSION STREET,14TH FLOOR,4155004614,US,CA,SAN FRANCISCO,94105,535 MISSION STREET,14TH FLOOR,US,DE,831114349,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,47:00.0,0,1,etnb-20200630.xml,1,,
0001564590-20-040068,1740547,UROVANT SCIENCES LTD.,2834,US,CA,IRVINE,92617,5281 CALIFORNIA AVENUE,SUITE 100,949-226-6029,US,CA,IRVINE,92617,5281 CALIFORNIA AVENUE,SUITE 100,BM,,0,,,4-NON,0,331,10-Q,20200630,2020,Q1,20200813,06:00.0,0,1,urov-20200630.xml,1,,
0001564590-20-040076,1469443,"ARCADIA BIOSCIENCES, INC.",100,US,,DAVIS,95618,202 COUSTEAU PLACE,SUITE 200,602-429-0471,US,,PHOENIX,85018,4222 E. THOMAS RD,SUITE 320,US,DE,810571538,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,18:00.0,0,1,rkda-20200630.xml,1,,
0001564590-20-040120,811240,"BIOLASE, INC",3843,US,CA,IRVINE,92618,4 CROMWELL,,949-361-1200,US,CA,IRVINE,92618,4 CROMWELL,,US,DE,870442441,BIOLASE TECHNOLOGY INC,19941117,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,46:00.0,0,1,biol-20200630.xml,1,,
0001564590-20-040128,1404281,"NOVUS THERAPEUTICS, INC.",2834,US,CA,IRVINE,92612,19900 MACARTHUR BLVD.,SUITE 550,949-238-8090,US,CA,IRVINE,92612,19900 MACARTHUR BLVD.,SUITE 550,US,DE,0,TOKAI PHARMACEUTICALS INC,20070622,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,38:00.0,0,1,nvus-20200630.xml,1,,
0001564590-20-040143,1662972,"BLACKSTONE REAL ESTATE INCOME TRUST, INC.",6798,US,NY,NEW YORK,10154,345 PARK AVENUE,,212-583-5000,US,NY,NEW YORK,10154,345 PARK AVENUE,,US,MD,810696966,"ROYAL BLUE TRUST, INC.",20160106,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,41:00.0,0,1,breit-20200630.xml,1,,
0001564590-20-040160,1802749,"GIGCAPITAL3, INC.",6770,US,CA,PALO ALTO,94303,"1731 EMBARCADERO ROAD, SUITE 200",,6502767040,US,CA,PALO ALTO,94303,"1731 EMBARCADERO ROAD, SUITE 200",,US,DE,844605714,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,10:00.0,0,1,gik-20200630.xml,1,,
0001564590-20-040173,1672619,IMARA INC.,2834,US,MA,BOSTON,2116,116 HUNTINGTON AVENUE,6TH FLOOR,617-206-2020,US,MA,BOSTON,2116,116 HUNTINGTON AVENUE,6TH FLOOR,US,DE,811523849,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,29:00.0,0,1,imra-20200630.xml,1,,
0001564590-20-040174,1205922,"VACCINEX, INC.",2834,US,NY,ROCHESTER,14620,1895 MOUNT HOPE AVE,,585-271-2700,US,NY,ROCHESTER,14620,1895 MOUNT HOPE AVE,,US,DE,161603202,VACCINEX INC,20021114,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,31:00.0,0,1,vcnx-20200630.xml,1,,
0001564590-20-040179,1045742,LIVE VENTURES INC,6799,US,NV,LAS VEGAS,89119,325 EAST WARM SPRINGS ROAD,SUITE 102,(702) 997-5968,US,NV,LAS VEGAS,89119,325 EAST WARM SPRINGS ROAD,SUITE 102,US,NV,850206668,LIVEDEAL INC,20070815,4-NON,0,930,10-Q/A,20191231,2020,Q1,20200814,17:00.0,0,1,live-20191231.xml,1,,
0001564590-20-040180,1784254,MEDIACO HOLDING INC.,4832,US,IN,INDIANAPOLIS,46204,"40 MONUMENT CIRCLE, SUITE 700",,317-266-0100,US,IN,INDIANAPOLIS,46204,"40 MONUMENT CIRCLE, SUITE 700",,US,IN,842427771,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,19:00.0,0,1,ck0001784254-20200630.xml,1,,
0001564590-20-040181,1045742,LIVE VENTURES INC,6799,US,NV,LAS VEGAS,89119,325 EAST WARM SPRINGS ROAD,SUITE 102,(702) 997-5968,US,NV,LAS VEGAS,89119,325 EAST WARM SPRINGS ROAD,SUITE 102,US,NV,850206668,LIVEDEAL INC,20070815,4-NON,0,930,10-Q/A,20200331,2020,Q2,20200814,19:00.0,0,1,live-20200331.xml,1,,
0001564590-20-040182,1563568,"ADOMANI, INC.",3714,US,CA,CORONA,92880,4740 GREEN RIVER ROAD,SUITE 106,(951) 407-9860 X205,US,CA,CORONA,92880,4740 GREEN RIVER ROAD,SUITE 106,US,DE,0,"ADOMANI, INC.",20121203,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,31:00.0,0,1,adom-20200630.xml,1,,
0001564590-20-040183,1769267,FIRST SEACOAST BANCORP,6035,US,NH,DOVER,3820,633 CENTRAL AVENUE,,603-742-4680,US,NH,DOVER,3820,633 CENTRAL AVENUE,,US,,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,31:00.0,0,1,fsea-20200630.xml,1,,
0001564590-20-040205,16058,CACI INTERNATIONAL INC /DE/,7373,US,VA,ARLINGTON,22201,1100 N GLEBE ST,,7038417800,US,VA,ARLINGTON,22201,1100 NORTH GLEBE ROAD,,US,DE,541345888,CACI INC /DE/,19870119,1-LAF,1,630,10-K,20200630,2020,FY,20200814,08:00.0,0,1,caci-10k_20200630_htm.xml,1,,
0001564590-20-040216,1753886,STONEMOR INC.,7200,US,PA,TREVOSE,19053,3600 HORIZON BOULEVARD,,(215) 826-2800,US,PA,TREVOSE,19053,3600 HORIZON BOULEVARD,,US,DE,0,STONEMOR GP LLC,20180921,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,12:00.0,0,1,ston-20200630.xml,1,,
0001564590-20-040222,23194,COMSTOCK RESOURCES INC,1311,US,TX,FRISCO,75034,5300 TOWN AND COUNTRY BLVD,STE 500,9726688800,US,TX,FRISCO,75034,5300 TOWN AND COUNTRY BLVD,STE 500,US,NV,941667468,COMSTOCK TUNNEL & DRAINAGE CO,19880121,2-ACC,0,1231,8-K,20200731,,,20200814,42:00.0,0,0,crk-8k_20200813_htm.xml,1,,
0001564590-20-040244,842717,"BLUE RIDGE BANKSHARES, INC.",6022,US,VA,LURAY,22835,17 WEST MAIN STREET,,540-843-5207,US,VA,LURAY,22835,17 WEST MAIN STREET,,US,VA,541470908,BLUE RIDGE BANKSHARES INC,19881115,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,09:00.0,0,1,brbs-20200630.xml,1,,
0001564590-20-040270,1752039,"POSITIVE PHYSICIANS HOLDINGS, INC.",6331,US,PA,BERWYN,19312,100 BERWYN PARK,"850 CASSATT ROAD, SUITE 220",8883355335,US,PA,BERWYN,19312,100 BERWYN PARK,"850 CASSATT ROAD, SUITE 220",US,PA,830824448,"POSITIVE PHYSICIANS HOLDINGS,INC.",20180905,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,31:00.0,0,1,pphi-20200630.xml,1,,
0001564590-20-040276,1045742,LIVE VENTURES INC,6799,US,NV,LAS VEGAS,89119,325 EAST WARM SPRINGS ROAD,SUITE 102,(702) 997-5968,US,NV,LAS VEGAS,89119,325 EAST WARM SPRINGS ROAD,SUITE 102,US,NV,850206668,LIVEDEAL INC,20070815,4-NON,0,930,10-Q,20200630,2020,Q3,20200814,37:00.0,0,1,live-20200630.xml,1,,
0001564590-20-040281,889123,REDWOOD MORTGAGE INVESTORS VIII,6500,US,CA,SAN MATEO,94402,177 BOVET ROAD,SUITE 520,650-365-5341,US,CA,SAN MATEO,94402,177 BOVET ROAD,SUITE 520,US,CA,943158788,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,00:00.0,0,1,ck0000889123-20200630.xml,1,,
0001564590-20-040282,1031235,"GLOBAL SELF STORAGE, INC.",6798,US,NY,NEW YORK,10005,11 HANOVER SQUARE,12TH FLOOR,2127850900,US,NY,NEW YORK,10005,11 HANOVER SQUARE,12TH FLOOR,US,MD,133926714,"SELF STORAGE GROUP, INC.",20131118,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,01:00.0,0,1,self-20200630.xml,1,,
0001564590-20-040283,32621,EMERSON RADIO CORP,3651,US,NJ,PARSIPPANY,7054,35 WATERVIEW BLVD.,SUITE 140,973-428-2000,US,NJ,PARSIPPANY,7054,35 WATERVIEW BLVD.,SUITE 140,US,DE,223285224,MAJOR ELECTRONICS CORP,19770921,4-NON,0,331,10-Q,20200630,2020,Q1,20200814,02:00.0,0,1,msn-20200630.xml,1,,
0001564590-20-040287,1437557,"LILIS ENERGY, INC.",1311,US,TX,FORT WORTH,76102,1600 WEST 7TH STREET,SUITE 400,8177209585,US,TX,FORT WORTH,76102,1600 WEST 7TH STREET,SUITE 400,,,743231613,"RECOVERY ENERGY, INC.",20091104,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,08:00.0,0,1,llex-20200630.xml,1,,
0001564590-20-040288,1580063,"PROGENITY, INC.",8071,US,CA,SAN DIEGO,92122,4330 LA JOLLA VILLAGE DRIVE,SUITE 200,855-293-2639,US,CA,SAN DIEGO,92122,4330 LA JOLLA VILLAGE DRIVE,SUITE 200,US,DE,273950390,"ASCENDANT MDX, INC.",20130625,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,08:00.0,0,1,prog-20200630.xml,1,,
0001564590-20-040289,1420302,"LOGMEIN, INC.",7372,US,MA,BOSTON,2210,"320 SUMMER STREET, SUITE 100",,781-638-9094,US,MA,BOSTON,2210,"320 SUMMER STREET, SUITE 100",,US,DE,201515952,,,1-LAF,0,1231,8-K,20200731,,,20200814,09:00.0,0,0,logm-8k_20200814_htm.xml,1,,
0001564590-20-040291,1575434,"VERICITY, INC.",6311,US,IL,CHICAGO,60631,8700 W. BRYN MAWR AVE.,SUITE 900S,800-369-3990,US,IL,CHICAGO,60631,8700 W. BRYN MAWR AVE.,SUITE 900S,US,DE,462348863,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,12:00.0,0,1,very-20200630.xml,1,,
0001564590-20-040292,1448038,REDWOOD MORTGAGE INVESTORS IX,6500,US,CA,SAN MATEO,94402,177 BOVET ROAD,SUITE 520,650-365-5341,US,CA,SAN MATEO,94402,177 BOVET ROAD,SUITE 520,US,DE,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,16:00.0,0,1,ck0001448038-20200630.xml,1,,
0001564590-20-040293,1753268,RUHNN HOLDING LTD,5961,CN,,HANGZHOU,310016,"FLOOR 11, BLDG 2, LVGU CHUANGZHI CENTER","788 HONG PU ROAD, JIANGGAN DISTRICT",86-571-2882-5222,CN,,HANGZHOU,310016,"FLOOR 11, BLDG 2, LVGU CHUANGZHI CENTER","788 HONG PU ROAD, JIANGGAN DISTRICT",KY,,0,RUHNN HOLDINGS LTD,20180917,2-ACC,0,331,20-F,20200331,2019,FY,20200814,17:00.0,0,1,ruhn-20f_20200331_htm.xml,1,,
0001564590-20-040295,1671584,APTEVO THERAPEUTICS INC.,2834,US,WA,SEATTLE,98121,2401 4TH AVE.,SUITE 1050,206-838-0500,US,WA,SEATTLE,98121,2401 4TH AVE.,SUITE 1050,US,DE,811567056,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,19:00.0,0,1,apvo-20200630.xml,1,,
0001564590-20-040297,1438231,DIGIMARC CORP,7373,US,OR,BEAVERTON,97008,9405 SW GEMINI DRIVE,,503-469-4618,US,OR,BEAVERTON,97008,9405 SW GEMINI DRIVE,,US,OR,262828185,DMRC CORP,20080620,2-ACC,0,1231,8-K,20200731,,,20200814,20:00.0,0,0,dmrc-8k_20200810_htm.xml,1,,
0001564590-20-040299,1528985,"INLAND REAL ESTATE INCOME TRUST, INC.",6798,US,IL,OAK BROOK,60523,2901 BUTTERFIELD ROAD,,6302188000,US,IL,OAK BROOK,60523,2901 BUTTERFIELD ROAD,,US,MD,453079597,"INLAND MONTHLY INCOME TRUST, INC.",20120130,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,22:00.0,0,1,ck0001528985-20200630.xml,1,,
