adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks
0001558370-19-009346,1031316,FRANKLIN STREET PROPERTIES CORP /MA/,6798,US,MA,WAKEFIELD,1880,401 EDGEWATER PLACE,STE 200,7815571300,US,MA,WAKEFIELD,1880,401 EDGEWATER PLACE,STE 200,US,MA,42724223,FRANKLIN STREET PARTNERS LP,20010301,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,11:00.0,0,0,fsp-20191029x8k_htm.xml,1,
0001558370-19-009348,1433270,ANTERO RESOURCES CORP,1311,US,CO,DENVER,80202,1615 WYNKOOP STREET,,303-357-7325,US,CO,DENVER,80202,1615 WYNKOOP STREET,,,,800162034,ANTERO RESOURCES APPALACHIAN CORP,20100209,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,20:00.0,0,1,ar-20190930x10q_htm.xml,1,
0001558370-19-009353,1031316,FRANKLIN STREET PROPERTIES CORP /MA/,6798,US,MA,WAKEFIELD,1880,401 EDGEWATER PLACE,STE 200,7815571300,US,MA,WAKEFIELD,1880,401 EDGEWATER PLACE,STE 200,US,MA,42724223,FRANKLIN STREET PARTNERS LP,20010301,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,29:00.0,0,1,fsp-20190930x10q_htm.xml,1,
0001558370-19-009354,1626971,"CORVUS PHARMACEUTICALS, INC.",2834,US,CA,BURLINGAME,94010,863 MITTEN ROAD,SUITE 102,(650) 900-4520,US,CA,BURLINGAME,94010,863 MITTEN ROAD,SUITE 102,US,DE,464670809,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191030,30:00.0,0,1,crvs-20190930.xml,1,
0001558370-19-009364,1451505,TRANSOCEAN LTD.,1381,CH,,STEINHAUSEN,6312,TURMSTRASSE 30,,41 41 749 0500,CH,,STEINHAUSEN,6312,TURMSTRASSE 30,,CH,,980599916,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,49:00.0,0,1,rig-20190930x10q_htm.xml,1,
0001558370-19-009368,314203,MCEWEN MINING INC.,1040,CA,ON,TORONTO,M5H 1J9,SUITE 2800,"150 KING STREET WEST, P.O. BOX 24",647-258-0395,CA,ON,TORONTO,M5H 1J9,SUITE 2800,"150 KING STREET WEST, P.O. BOX 24",US,CO,840796160,U S GOLD CORP,19920703,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,20:00.0,0,1,mux-20190930x10q_htm.xml,1,
0001558370-19-009371,1121142,MAXAR TECHNOLOGIES INC.,3663,US,CO,WESTMINSTER,80234,1300 W. 120TH AVENUE,,3036844000,US,CO,WESTMINSTER,80234,1300 W. 120TH AVENUE,,,,980544351,MAXAR TECHNOLOGIES LTD.,20171005,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,24:00.0,0,0,tmb-20191001x8k729b1e5_htm.xml,1,
0001558370-19-009376,1121142,MAXAR TECHNOLOGIES INC.,3663,US,CO,WESTMINSTER,80234,1300 W. 120TH AVENUE,,3036844000,US,CO,WESTMINSTER,80234,1300 W. 120TH AVENUE,,,,980544351,MAXAR TECHNOLOGIES LTD.,20171005,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,32:00.0,0,0,tmb-20191001x8kd310c31_htm.xml,1,
0001558370-19-009381,1274173,JANUS HENDERSON GROUP PLC,6282,GB,,LONDON,EC2M 3AE,201 BISHOPSGATE,,4.42078E+11,GB,,LONDON,EC2M 3AE,201 BISHOPSGATE,,JE,,0,HENDERSON GROUP PLC,20050511,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,05:00.0,0,0,jhg-20191030x8kf576fb8_htm.xml,1,
0001558370-19-009383,1274173,JANUS HENDERSON GROUP PLC,6282,GB,,LONDON,EC2M 3AE,201 BISHOPSGATE,,4.42078E+11,GB,,LONDON,EC2M 3AE,201 BISHOPSGATE,,JE,,0,HENDERSON GROUP PLC,20050511,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,18:00.0,0,1,jhg-20190930x10q_htm.xml,1,
0001558370-19-009388,1411688,"CONTAINER STORE GROUP, INC.",5700,US,TX,COPPELL,75019,500 Freeport Parkway,,972-538-6000,US,TX,Coppell,75019,500 Freeport Parkway,,,,260565401,"TCS HOLDINGS, INC.",20120611,2-ACC,0,331,10-Q,20190930,2019,Q2,20191030,05:00.0,0,1,tcs-20190928.xml,1,
0001558370-19-009414,1044777,ONESPAN INC.,7373,US,IL,CHICAGO,60601,121 W WACKER DR.,STE 2050,3127664001,US,IL,CHICAGO,60601,121 W WACKER DR.,STE 2050,US,DE,364169320,ONE SPAN INC.,20180706,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191030,22:00.0,0,1,ospn-20190930.xml,1,
0001558370-19-009423,912767,UNIVERSAL FOREST PRODUCTS INC,2421,US,MI,GRAND RAPIDS,49525,2801 EAST BELTLINE NE,,6163646161,US,MI,GRAND RAPIDS,49505,2801 EAST BELTLINE NE,,US,MI,381465835,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,56:00.0,0,1,ufpi-20190928x10qd46dd9_htm.xml,1,
0001558370-19-009433,1477449,"TELADOC HEALTH, INC.",8011,US,NY,PURCHASE,10577,2 MANHATTANVILLE ROAD,SUITE 203,2036352002,US,NY,PURCHASE,10577,2 MANHATTANVILLE ROAD,SUITE 203,US,DE,43705970,"TELADOC, INC.",20091123,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,08:00.0,0,0,tdoc-20191030x8k91fac7d_htm.xml,1,
0001558370-19-009434,1050377,PC CONNECTION INC,5961,US,NH,MERRIMACK,3054,ROUTE 101A,730 MILFORD RD,6036832000,US,NH,MERRIMACK,3054,ROUTE 101A,730 MILFORD RD,US,DE,20513618,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191030,10:00.0,0,1,cnxn-20190930.xml,1,
0001558370-19-009440,1131324,GENOMIC HEALTH INC,8071,US,CA,REDWOOD CITY,94063,301 PENOBSCOT DRIVE,,650-556-9300,US,CA,REDWOOD CITY,94063,301 PENOBSCOT DRIVE,,,,770552594,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,16:00.0,0,1,ghdx-20190930x10qfe8a5d_htm.xml,1,
0001558370-19-009443,1477449,"TELADOC HEALTH, INC.",8011,US,NY,PURCHASE,10577,2 MANHATTANVILLE ROAD,SUITE 203,2036352002,US,NY,PURCHASE,10577,2 MANHATTANVILLE ROAD,SUITE 203,US,DE,43705970,"TELADOC, INC.",20091123,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,18:00.0,0,1,tdoc-20190930x10qcd3842_htm.xml,1,
0001558370-19-009444,1526119,"VERASTEM, INC.",2834,US,MA,NEEDHAM,2494,117 KENDRICK STREET,SUITE 500,(781) 292-4200,US,MA,NEEDHAM,2494,117 KENDRICK STREET,SUITE 500,US,DE,273269467,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191030,21:00.0,0,1,vstm-20190930.xml,1,
0001558370-19-009447,1225307,IBM CREDIT LLC,6159,US,NY,ARMONK,10504,1 NORTH CASTLE DRIVE,,914-765-6100,US,NY,ARMONK,10504,1 NORTH CASTLE DRIVE,,US,DE,222351962,,,4-NON,0,1231,10-Q,20190930,2019,Q3,20191030,26:00.0,0,1,ibmc-20190930x10q_htm.xml,1,
0001558370-19-009449,795403,WATTS WATER TECHNOLOGIES INC,3490,US,MA,NORTH ANDOVER,1845,815 CHESTNUT ST,,9786881811,US,MA,NORTH ANDOVER,1845,815 CHESTNUT STREET,,US,DE,42916536,WATTS INDUSTRIES INC,19920703,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,30:00.0,0,0,tmb-20191030x8k34e075f_htm.xml,1,
0001558370-19-009454,856982,MERIT MEDICAL SYSTEMS INC,3841,US,UT,SOUTH JORDAN,84095,1600 WEST MERIT PARK WAY,,8012531600,US,UT,SOUTH JORDAN,84095,1600 WEST MERIT PARKWAY,,US,UT,870447695,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,46:00.0,0,0,mmsi-20191030x8kcaeb478_htm.xml,1,
0001558370-19-009461,1019849,"PENSKE AUTOMOTIVE GROUP, INC.",5500,US,MI,BLOOMFIELD HILLS,48302-0954,2555 TELEGRAPH RD,,248-648-2500,US,MI,BLOOMFIELD HILLS,48302-0954,2555 TELEGRAPH RD,,US,DE,223086739,UNITED AUTO GROUP INC,19960726,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,05:00.0,0,1,pag-20190930x10q4fbdc4_htm.xml,1,
0001558370-19-009463,745308,ST JOE CO,6552,US,FL,WATERSOUND,32461,133 SOUTH WATERSOUND PARKWAY,,850-231-6400,US,FL,WATERSOUND,32461,133 SOUTH WATERSOUND PARKWAY,,US,FL,590432511,ST JOE CORP,19980430,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191030,11:00.0,0,1,joe-20190930.xml,1,
0001558370-19-009468,1043337,STONERIDGE INC,3714,US,MI,NOVI,48377,39675 MACKENZIE DRIVE,SUITE 400,2484899300,US,MI,NOVI,48377,39675 MACKENZIE DRIVE,SUITE 400,US,OH,341598949,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,24:00.0,0,1,sri-20190930x10q7fc40e_htm.xml,1,
0001558370-19-009508,1538990,STORE CAPITAL CORP,6798,US,AZ,SCOTTSDALE,85255,8377 EAST HARTFORD DRIVE,SUITE 100,(480) 256-1100,US,AZ,SCOTTSDALE,85255,8377 EAST HARTFORD DRIVE,SUITE 100,US,MD,452280254,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,46:00.0,0,0,stor-20191031x8kb34f864_htm.xml,1,
0001558370-19-009509,1633931,TOPBUILD CORP,1700,US,FL,DAYTONA BEACH,32114,260 JIMMY ANN DRIVE,,(386) 304-2200,US,FL,DAYTONA BEACH,32114,260 JIMMY ANN DRIVE,,US,DE,473096382,MASCO SPINCO CORP.,20150213,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,51:00.0,0,0,bld-20191031x8kcad1137_htm.xml,1,
0001558370-19-009514,1490892,CORESITE REALTY CORP,6798,US,CO,DENVER,80202,1001 17TH STREET,SUITE 500,(866) 777-2673,US,CO,DENVER,80202,1001 17TH STREET,SUITE 500,US,MD,0,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,17:00.0,0,0,cor-20191031x8kde4b273_htm.xml,1,
0001558370-19-009515,1701114,"BLUE APRON HOLDINGS, INC.",5961,US,NY,NEW YORK,10005,28 LIBERTY STREET,,347-719-4312,US,NY,NEW YORK,10005,28 LIBERTY STREET,,US,DE,814777373,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191031,21:00.0,0,1,aprn-20190930.xml,1,
0001558370-19-009525,795403,WATTS WATER TECHNOLOGIES INC,3490,US,MA,NORTH ANDOVER,1845,815 CHESTNUT ST,,9786881811,US,MA,NORTH ANDOVER,1845,815 CHESTNUT STREET,,US,DE,42916536,WATTS INDUSTRIES INC,19920703,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,05:00.0,0,1,wts-20190929x10q3db3cd_htm.xml,1,
0001558370-19-009538,1591698,PAYLOCITY HOLDING CORP,7372,US,IL,SCHAUMBURG,60173,1400 AMERICAN LANE,,800-520-2687,US,IL,SCHAUMBURG,60173,1400 AMERICAN LANE,,US,DE,464066644,,,1-LAF,0,630,10-Q,20190930,2020,Q1,20191031,31:00.0,0,1,pcty-20190930x10q3be602_htm.xml,1,
0001558370-19-009545,1022671,STEEL DYNAMICS INC,3312,US,IN,FORT WAYNE,46804,7575 W JEFFERSON BLVD,,260 459 3553,US,IN,FORT WAYNE,46804,7575 W JEFFERSON BLVD,,US,IN,351929476,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,07:00.0,0,1,stld-20190930x10q9f5a47_htm.xml,1,
0001558370-19-009551,861884,RELIANCE STEEL & ALUMINUM CO,5051,US,CA,LOS ANGELES,90071,350 S GRAND AVE STE 5100,,213-687-7700,US,CA,LOS ANGELES,90071,350 S GRAND AVE STE 5100,,US,DE,951142616,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,04:00.0,0,1,rs-20190930x10qb8f28a_htm.xml,1,
0001558370-19-009567,1446847,IRONWOOD PHARMACEUTICALS INC,2834,US,MA,CAMBRIDGE,2142,301 BINNEY STREET,,617-621-7722,US,MA,CAMBRIDGE,2142,301 BINNEY STREET,,US,DE,43404176,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,07:00.0,0,1,irwd-20190930x10q47905d_htm.xml,1,
0001558370-19-009568,1633931,TOPBUILD CORP,1700,US,FL,DAYTONA BEACH,32114,260 JIMMY ANN DRIVE,,(386) 304-2200,US,FL,DAYTONA BEACH,32114,260 JIMMY ANN DRIVE,,US,DE,473096382,MASCO SPINCO CORP.,20150213,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,07:00.0,0,1,bld-20190930x10q21b493_htm.xml,1,
0001558370-19-009569,894405,ARCBEST CORP /DE/,4213,US,AR,FORT SMITH,72916,8401 MCCLURE DRIVE,,4797856000,US,AR,FORT SMITH,72917-0048,P O BOX 10048,,US,DE,710673405,ARKANSAS BEST CORP /DE/,19930917,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,06:00.0,0,0,arcb-20191031x8k7448559_htm.xml,1,
0001558370-19-009570,1278027,"B&G FOODS, INC.",2000,US,NJ,PARSIPPANY,7054,FOUR GATEHALL DRIVE,SUITE 110,9734016500,US,NJ,PARSIPPANY,7054,FOUR GATEHALL DRIVE,SUITE 110,US,DE,133918742,B&G FOODS HOLDINGS CORP,20040129,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,08:00.0,0,0,bgs-20191031x8k49883f1_htm.xml,1,
0001558370-19-009573,1365135,WESTERN UNION CO,7389,US,CO,DENVER,80237,7001 EAST BELLEVIEW AVENUE,,(866) 405-5012,US,CO,DENVER,80237,7001 EAST BELLEVIEW AVENUE,,US,DE,204531180,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,10:00.0,0,0,wu-20191031x8k97ddf31_htm.xml,1,
0001558370-19-009574,1610250,"BOOT BARN HOLDINGS, INC.",5661,US,CA,IRVINE,92618,15345 BARRANCA PARKWAY,,949-453-4400,US,CA,IRVINE,92618,15345 BARRANCA PARKWAY,,US,DE,900776290,,,1-LAF,0,331,10-Q,20190930,2020,Q2,20191031,13:00.0,0,1,boot-20190928x10q982a2d_htm.xml,1,
0001558370-19-009577,1365135,WESTERN UNION CO,7389,US,CO,DENVER,80237,7001 EAST BELLEVIEW AVENUE,,(866) 405-5012,US,CO,DENVER,80237,7001 EAST BELLEVIEW AVENUE,,US,DE,204531180,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,21:00.0,0,1,wu-20190930x10q0d6583_htm.xml,1,
0001558370-19-009585,887905,LTC PROPERTIES INC,6798,US,CA,WESTLAKE VILLAGE,91361,2829 TOWNSGATE ROAD,SUITE 350,805-981-8655,US,CA,WESTLAKE VILLAGE,91361,2829 TOWNSGATE ROAD,SUITE 350,US,MD,710720518,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,38:00.0,0,1,ltc-20190930x10q735a5d_htm.xml,1,
0001558370-19-009589,1593936,"MICHAELS COMPANIES, INC.",5945,US,TX,IRVING,75063,8000 BENT BRANCH DRIVE,,9724091300,US,TX,IRVING,75063,8000 BENT BRANCH DRIVE,,US,DE,371737959,,,1-LAF,0,131,8-K,20191031,2019,Q3,20191031,41:00.0,0,0,mik-20191028x8k_htm.xml,1,
0001558370-19-009601,1419242,ATLANTIC POWER CORP,4900,US,MA,DEDHAM,2026,3 ALLIED DRIVE,SUITE 155,617-977-2400,US,MA,DEDHAM,2026,3 ALLIED DRIVE,SUITE 155,CA,BC,550886410,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191031,02:00.0,0,1,at-20190930.xml,1,
0001558370-19-009602,31462,ECOLAB INC.,2840,US,MN,SAINT PAUL,55102,1 ECOLAB PLACE,,18002326522,US,MN,SAINT PAUL,55102,1 ECOLAB PLACE,,US,DE,410231510,ECOLAB INC,19920703,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,04:00.0,0,1,ecl-20190930x10q9b7443_htm.xml,1,
0001558370-19-009607,1121142,MAXAR TECHNOLOGIES INC.,3663,US,CO,WESTMINSTER,80234,1300 W. 120TH AVENUE,,3036844000,US,CO,WESTMINSTER,80234,1300 W. 120TH AVENUE,,,,980544351,MAXAR TECHNOLOGIES LTD.,20171005,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,13:00.0,0,0,maxr-20191031x8k3350ba3_htm.xml,1,
0001558370-19-009608,19411,MAGELLAN HEALTH INC,8060,US,AZ,PHOENIX,85034,4801 E. WASHINGTON ST,,800-642-1716,US,AZ,PHOENIX,85034,4801 E. WASHINGTON ST,,US,DE,581076937,MAGELLAN HEALTH SERVICES INC,19960226,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,14:00.0,0,0,mgln-20191031x8kf31ed60_htm.xml,1,
0001558370-19-009609,1265131,HILLTOP HOLDINGS INC.,6022,US,TX,DALLAS,75219,2323 VICTORY AVENUE,SUITE 1400,214.855.2177,US,TX,DALLAS,75219,2323 VICTORY AVENUE,SUITE 1400,US,MD,841477939,AFFORDABLE RESIDENTIAL COMMUNITIES INC,20030929,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,16:00.0,0,0,hth-20191031x8k96c7f28_htm.xml,1,
0001558370-19-009611,1265131,HILLTOP HOLDINGS INC.,6022,US,TX,DALLAS,75219,2323 VICTORY AVENUE,SUITE 1400,214.855.2177,US,TX,DALLAS,75219,2323 VICTORY AVENUE,SUITE 1400,US,MD,841477939,AFFORDABLE RESIDENTIAL COMMUNITIES INC,20030929,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,22:00.0,0,0,hth-20190425x8k7e77eae_htm.xml,1,
0001558370-19-009613,1699136,"CACTUS, INC.",3533,US,TX,HOUSTON,77024,920 MEMORIAL CITY WAY,SUITE 300,713-626-8800,US,TX,HOUSTON,77024,920 MEMORIAL CITY WAY,SUITE 300,,,352586106,,,4-NON,0,1231,10-Q,20190930,2019,Q3,20191031,29:00.0,0,1,whd-20190930.xml,1,
0001558370-19-009618,1370450,"WILLDAN GROUP, INC.",8711,US,CA,ANAHEIM,92806,"2401 EAST KATELLA AVENUE, SUITE 300",,800-424-9144,US,CA,ANAHEIM,92806,"2401 EAST KATELLA AVENUE, SUITE 300",,US,DE,141951112,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191101,38:00.0,0,1,wldn-20190927.xml,1,
0001558370-19-009627,855654,"IMMUNOGEN, INC.",2834,US,MA,WALTHAM,2451,830 WINTER ST,,(781)895-0600,US,MA,WALTHAM,2451,830 WINTER ST,,US,MA,42726691,IMMUNOGEN INC,19920703,1-LAF,0,1231,8-K,20191031,2019,FY,20191101,55:00.0,0,0,imgn-20191101x8k3749021_htm.xml,1,
0001558370-19-009629,1701051,"WIDEOPENWEST, INC.",4841,US,CO,ENGLEWOOD,80111,"7887 EAST BELLEVIEW AVENUE, SUITE 1000",,7204793500,US,CO,ENGLEWOOD,80111,"7887 EAST BELLEVIEW AVENUE, SUITE 1000",,US,DE,0,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191101,10:00.0,0,1,wow-20190930x10q4e3379_htm.xml,1,
0001558370-19-009632,1701051,"WIDEOPENWEST, INC.",4841,US,CO,ENGLEWOOD,80111,"7887 EAST BELLEVIEW AVENUE, SUITE 1000",,7204793500,US,CO,ENGLEWOOD,80111,"7887 EAST BELLEVIEW AVENUE, SUITE 1000",,US,DE,0,,,2-ACC,0,1231,8-K,20191031,2019,FY,20191101,14:00.0,0,0,wow-20191101x8k5e83a07_htm.xml,1,
0001558370-19-009633,1490892,CORESITE REALTY CORP,6798,US,CO,DENVER,80202,1001 17TH STREET,SUITE 500,(866) 777-2673,US,CO,DENVER,80202,1001 17TH STREET,SUITE 500,US,MD,0,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,18:00.0,0,1,cor-20190930x10q52e74e_htm.xml,1,
0001558370-19-009635,1507079,"FLOOR & DECOR HOLDINGS, INC.",5211,US,GA,ATLANTA,30339,"2500 WINDY RIDGE PARKWAY, SE",,404-471-1634,US,GA,ATLANTA,30339,"2500 WINDY RIDGE PARKWAY, SE",,US,DE,273730271,"FDO HOLDINGS, INC.",20101206,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,42:00.0,0,1,fnd-20190926x10q92b6db_htm.xml,1,
0001558370-19-009639,1374310,"CBOE GLOBAL MARKETS, INC.",6200,US,IL,CHICAGO,60605,400 SOUTH LASALLE,,312 786 7200,US,IL,CHICAGO,60605,400 SOUTH LASALLE,,US,DE,205446972,"CBOE HOLDINGS, INC.",20060831,1-LAF,0,1231,8-K,20191031,2019,FY,20191101,02:00.0,0,0,cboe-20191029x8kc35493e_htm.xml,1,
0001558370-19-009643,1374310,"CBOE GLOBAL MARKETS, INC.",6200,US,IL,CHICAGO,60605,400 SOUTH LASALLE,,312 786 7200,US,IL,CHICAGO,60605,400 SOUTH LASALLE,,US,DE,205446972,"CBOE HOLDINGS, INC.",20060831,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,19:00.0,0,1,cboe-20190930x10qe84bf5_htm.xml,1,
0001558370-19-009645,19411,MAGELLAN HEALTH INC,8060,US,AZ,PHOENIX,85034,4801 E. WASHINGTON ST,,800-642-1716,US,AZ,PHOENIX,85034,4801 E. WASHINGTON ST,,US,DE,581076937,MAGELLAN HEALTH SERVICES INC,19960226,1-LAF,0,1231,8-K,20191031,2019,FY,20191101,30:00.0,0,0,mgln-20190701x8k5014581_htm.xml,1,
0001558370-19-009647,1649904,"RHYTHM PHARMACEUTICALS, INC.",2834,US,MA,BOSTON,2116,222 BERKELEY STREET,12TH FLOOR,857-264-4280,US,MA,BOSTON,2116,222 BERKELEY STREET,12TH FLOOR,US,DE,462159271,"RHYTHM METABOLIC, INC.",20150803,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191101,39:00.0,0,1,rytm-20190930.xml,1,
0001558370-19-009651,1289460,"TEXAS ROADHOUSE, INC.",5812,US,KY,LOUISVILLE,40205,6040 DUTCHMANS LANE,,5024269984,US,KY,LOUISVILLE,40205,6040 DUTCHMANS LANE,,US,DE,0,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,20:00.0,0,1,txrh-20190924x10q72a911_htm.xml,1,
0001558370-19-009657,764038,SOUTH STATE CORP,6022,US,SC,COLUMBIA,29201,520 GERVAIS STREET,,803-231-3452,US,SC,COLUMBIA,29201,P O BOX 1030,,US,SC,570799315,"FIRST FINANCIAL HOLDINGS, INC.",20130729,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,41:00.0,0,1,ssb-20190930x10q97ecd4_htm.xml,1,
0001558370-19-009663,1052100,WADDELL & REED FINANCIAL INC,6211,US,KS,OVERLAND PARK,66202-4200,6300 LAMAR AVE,,9132362000,US,KS,SHAWNEE MISSION,66201-9217,PO BOX 29217,,US,DE,510261715,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,23:00.0,0,1,wdr-20190930x10qe68b8b_htm.xml,1,
0001558370-19-009668,1581091,"RE/MAX HOLDINGS, INC.",6531,US,CO,DENVER,80237,5075 SOUTH SYRACUSE STREET,,(303)770-5531,US,CO,DENVER,80237,5075 SOUTH SYRACUSE STREET,,US,CO,800937145,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,09:00.0,0,1,rmax-20190930x10q869a1c_htm.xml,1,
0001558370-19-009675,896622,APTARGROUP INC,3089,US,IL,CRYSTAL LAKE,60014,475 W TERRA COTTA AVE,STE E,8154770424,US,IL,CRYSTAL LAKE,60014,475 W. TERRA COTTA AVE. SUITE E,,US,DE,363853103,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,53:00.0,0,1,atr-20190930x10qe4fc98_htm.xml,1,
0001558370-19-009677,9389,BALL CORP,3411,US,CO,BROOMFIELD,80021-2510,10 LONGS PEAK DRIVE,,3034695511,US,CO,BROOMFIELD,80038-5000,PO BOX 5000,,US,IN,350160610,BALL CORP,19920703,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,57:00.0,0,1,bll-20190930x10q3f1373_htm.xml,1,
0001558370-19-009679,1538990,STORE CAPITAL CORP,6798,US,AZ,SCOTTSDALE,85255,8377 EAST HARTFORD DRIVE,SUITE 100,(480) 256-1100,US,AZ,SCOTTSDALE,85255,8377 EAST HARTFORD DRIVE,SUITE 100,US,MD,452280254,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,07:00.0,1,1,stor-20190930x10qd97bb1_htm.xml,1,
0001558370-19-009688,19411,MAGELLAN HEALTH INC,8060,US,AZ,PHOENIX,85034,4801 E. WASHINGTON ST,,800-642-1716,US,AZ,PHOENIX,85034,4801 E. WASHINGTON ST,,US,DE,581076937,MAGELLAN HEALTH SERVICES INC,19960226,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,14:00.0,0,1,mgln-20190930x10qef27bd_htm.xml,1,
0001558370-19-009695,1304421,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",4813,US,IL,MATTOON,61938,121 SOUTH 17TH STREET,,(217) 235-3311,US,IL,MATTOON,61938,121 SOUTH 17TH STREET,,US,DE,20636095,"CONSOLIDATED COMMUNICATIONS ILLINOIS HOLDINGS, INC.",20040927,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,27:00.0,0,1,cnsl-20190930x10q391aa1_htm.xml,1,
0001558370-19-009702,82020,UNITED STATES LIME & MINERALS INC,1400,US,TX,DALLAS,75240,5429 LBJ FREEWAY,SUITE 230,972-991-8400,US,TX,DALLAS,75240,5429 LBJ FREEWAY,SUITE 230,US,TX,750789226,SCOTTISH HERITABLE INC,19920703,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191101,02:00.0,0,1,uslm-20190930.xml,1,
0001558370-19-009705,1163739,NABORS INDUSTRIES LTD,1381,BM,,"HAMILTON, HM08",0,CROWN HOUSE,4 PAR-LA-VILLE ROAD   SECOND FLOOR,2464219471,BM,,"HAMILTON, HMPX",0,P O BOX HM3349,,BM,,980363970,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,07:00.0,0,1,nbr-20190930x10q5c0c24_htm.xml,1,
0001558370-19-009706,1611983,LIBERTY BROADBAND CORP,4841,US,CO,ENGLEWOOD,80112,12300 LIBERTY BLVD,,720-875-5400,US,CO,ENGLEWOOD,80112,12300 LIBERTY BLVD,,US,DE,0,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191101,08:00.0,0,1,lbrda-20190930x10qd94b6e_htm.xml,1,
0001558370-19-009708,1470099,"MOBILEIRON, INC.",7372,US,CA,MOUNTAIN VIEW,94043,490 EAST MIDDLEFIELD ROAD,,650-919-8100,US,CA,MOUNTAIN VIEW,94043,490 EAST MIDDLEFIELD ROAD,,US,DE,260866846,"MOBILE IRON, INC.",20110603,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191101,24:00.0,0,1,mobl-20190930.xml,1,
0001558370-19-009713,1538990,STORE CAPITAL CORP,6798,US,AZ,SCOTTSDALE,85255,8377 EAST HARTFORD DRIVE,SUITE 100,(480) 256-1100,US,AZ,SCOTTSDALE,85255,8377 EAST HARTFORD DRIVE,SUITE 100,US,MD,452280254,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191101,53:00.0,0,0,stor-20191031x8k08be211_htm.xml,1,
